customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6614-YOLAC,Female,0,True,True,71,False,,DSL,True,True,False,True,True,True,Two year,False,Mailed check,58.65000152587891,4145.25,0.0
7426-RHZGU,Male,0,False,False,9,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Bank transfer (automatic),95.9000015258789,827.4500122070312,0.0
4065-JJAVA,Female,0,False,False,1,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,49.5,49.5,0.0
4695-VADHF,Male,0,True,True,18,True,False,DSL,False,False,True,False,False,True,Month-to-month,False,Electronic check,57.45000076293945,990.8499755859375,1.0
3863-IUBJR,Male,0,True,True,12,True,False,DSL,False,False,False,False,False,True,One year,False,Credit card (automatic),53.65000152587891,696.3499755859375,1.0
7649-SIJJF,Male,0,True,False,71,True,True,DSL,True,True,True,True,False,True,Two year,True,Mailed check,80.0999984741211,5585.39990234375,0.0
9361-YNQWJ,Female,0,False,False,64,True,True,No,,,,,,,One year,True,Bank transfer (automatic),24.39999961853027,1601.199951171875,0.0
3748-FVMZZ,Male,0,False,False,4,False,,DSL,False,False,False,True,False,True,Month-to-month,True,Electronic check,40.04999923706055,162.4499969482422,0.0
9391-TTOYH,Female,0,False,False,23,True,False,No,,,,,,,Month-to-month,True,Mailed check,19.5,470.2000122070312,0.0
1452-XRSJV,Female,0,True,True,39,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Credit card (automatic),51.04999923706055,2066,0.0
3422-WJOYD,Male,0,True,False,28,True,False,DSL,True,False,False,True,False,False,One year,False,Mailed check,54.34999847412109,1426.449951171875,0.0
8242-SOQUO,Female,1,False,False,5,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,84.69999694824219,392.5,0.0
7460-ITWWP,Female,1,True,False,45,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Electronic check,86.0999984741211,3861.449951171875,0.0
7147-AYBAA,Male,0,False,False,37,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.3499984741211,2552.89990234375,0.0
7868-TMWMZ,Female,1,True,False,60,True,False,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),110.0,6668.35009765625,0.0
4822-RVYBB,Male,1,False,False,8,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.5999984741211,819.4000244140625,1.0
6732-FZUGP,Female,0,False,False,47,True,True,Fiber optic,True,False,True,False,True,False,One year,False,Credit card (automatic),94.9000015258789,4615.25,0.0
8436-BJUMM,Male,0,True,True,26,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,83.75,2070.60009765625,1.0
4184-TJFAN,Female,1,True,True,3,True,False,Fiber optic,True,False,False,True,True,False,Month-to-month,True,Mailed check,88.30000305175781,273.75,1.0
8329-GWVPJ,Female,0,True,True,50,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),69.75,3557.699951171875,0.0
1352-VHKAJ,Male,0,True,True,27,True,True,DSL,False,False,False,True,True,True,Month-to-month,False,Bank transfer (automatic),71.5999984741211,1957.099975585938,0.0
4145-UQXUQ,Female,1,False,False,8,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,92.0999984741211,729.9500122070312,1.0
2632-TACXW,Female,0,True,False,62,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),23.64999961853027,1416.75,0.0
8146-QQKZH,Female,0,True,False,71,True,False,DSL,True,False,True,True,True,True,Two year,False,Bank transfer (automatic),81.8499984741211,5924.39990234375,0.0
1767-CJKBA,Male,0,False,False,66,True,True,No,,,,,,,Two year,False,Mailed check,25.10000038146973,1697.699951171875,0.0
6445-TNRXS,Male,0,True,True,68,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.6999969482422,7849.85009765625,0.0
4581-LNWUM,Female,0,False,False,13,False,,DSL,False,False,True,False,True,True,Month-to-month,False,Electronic check,49.15000152587891,649.4000244140625,0.0
4869-EPIUS,Male,0,True,False,56,True,False,Fiber optic,False,False,False,False,False,True,One year,True,Electronic check,80.9000015258789,4557.5,0.0
9948-YPTDG,Male,0,True,False,38,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Electronic check,79.44999694824219,3013.050048828125,1.0
1236-WFCDV,Male,1,False,False,14,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Credit card (automatic),90.44999694824219,1266.099975585938,1.0
1915-OAKWD,Female,0,False,True,16,True,False,No,,,,,,,One year,True,Bank transfer (automatic),19.29999923706055,360.3500061035156,0.0
7296-PIXQY,Female,0,True,True,14,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,70.19999694824219,1046.5,0.0
4883-QICIH,Male,0,True,True,32,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),69.75,2347.89990234375,1.0
3354-OADJP,Female,0,False,False,8,True,False,DSL,True,False,False,True,False,False,One year,False,Bank transfer (automatic),54.25,447.75,0.0
3524-WQDSG,Female,0,True,True,43,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),99.30000305175781,4209.9501953125,0.0
0810-DHDBD,Female,0,False,False,52,True,True,DSL,True,False,True,True,True,False,One year,False,Credit card (automatic),74.0,3877.64990234375,0.0
4026-SKKHW,Male,0,False,False,3,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,50.25,152.3000030517578,0.0
2829-HYVZP,Male,0,False,False,29,True,False,No,,,,,,,One year,True,Mailed check,19.79999923706055,572.2000122070312,0.0
8329-IBCTI,Female,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.64999961853027,19.64999961853027,1.0
1271-SJBGZ,Male,1,False,False,12,False,,DSL,False,False,True,True,False,True,Month-to-month,True,Electronic check,43.65000152587891,526.9500122070312,1.0
3845-JHAMY,Female,0,True,True,16,False,,DSL,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),35.5,552.7000122070312,0.0
7013-PSXHK,Female,0,False,False,40,True,True,DSL,False,False,True,True,True,True,One year,True,Mailed check,80.75,3208.64990234375,0.0
5669-SRAIP,Female,0,False,False,5,False,,DSL,False,False,True,False,False,True,Month-to-month,False,Electronic check,39.5,210.75,1.0
5981-ITEMU,Male,0,True,False,40,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),97.0999984741211,3706.949951171875,1.0
3486-NPGST,Female,0,False,False,36,True,False,No,,,,,,,One year,False,Mailed check,19.54999923706055,620.75,0.0
6941-PMGEP,Female,0,False,False,5,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.0,412.5,1.0
1624-WOIWJ,Female,0,False,False,10,True,False,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Mailed check,84.69999694824219,832.0499877929688,1.0
2074-GKOWZ,Male,0,True,True,2,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),89.55000305175781,185.5500030517578,1.0
0376-YMCJC,Male,0,False,False,23,True,True,Fiber optic,False,False,False,True,True,False,Month-to-month,True,Electronic check,90.5999984741211,1943.199951171875,1.0
6100-FJZDG,Male,0,True,True,26,True,False,No,,,,,,,One year,True,Bank transfer (automatic),20.04999923706055,505.8999938964844,0.0
4829-ZLJTK,Female,1,True,False,72,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Electronic check,112.4000015258789,8046.85009765625,0.0
1730-VFMWO,Female,0,True,False,34,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),50.20000076293945,1815.300048828125,0.0
7143-BQIBA,Male,0,False,False,10,True,False,DSL,True,False,False,True,True,False,Month-to-month,False,Bank transfer (automatic),62.25,612.9500122070312,0.0
3800-LYTRK,Female,0,False,False,14,True,False,DSL,True,False,False,True,False,False,One year,False,Mailed check,55.70000076293945,795.1500244140625,0.0
0634-SZPQA,Female,0,False,False,23,True,True,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),90.05000305175781,2169.800048828125,1.0
9646-NMHXE,Male,0,True,False,47,True,False,No,,,,,,,Two year,False,Mailed check,19.64999961853027,973.0999755859375,0.0
7030-NJVDP,Male,0,True,False,24,True,False,Fiber optic,True,False,False,True,False,True,Month-to-month,True,Electronic check,89.25,2210.199951171875,0.0
5536-RTPWK,Male,0,True,False,49,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),99.05000305175781,4853.75,1.0
8883-GRDWQ,Male,1,False,False,20,True,False,DSL,True,False,False,True,False,False,One year,False,Mailed check,54.0,1055.900024414062,0.0
6166-ILMNY,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),69.75,144.5500030517578,1.0
3097-NNSPB,Female,0,False,False,2,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),49.04999923706055,91.0999984741211,1.0
7771-ZONAT,Male,0,False,False,22,False,,DSL,False,False,True,True,True,True,Two year,False,Bank transfer (automatic),56.75,1304.849975585938,0.0
0655-RBDUG,Male,0,False,False,7,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),98.05000305175781,713,1.0
2111-DWYHN,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,21.10000038146973,21.10000038146973,0.0
4194-WHFCB,Female,0,True,True,59,True,True,Fiber optic,False,True,False,True,False,True,Month-to-month,True,Bank transfer (automatic),96.6500015258789,5580.7998046875,0.0
4121-AGSIN,Female,0,True,True,58,True,True,No,,,,,,,One year,True,Credit card (automatic),24.5,1497.900024414062,0.0
4361-BKAXE,Female,0,False,False,41,True,True,Fiber optic,True,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),114.5,4527.4501953125,1.0
9845-PEEKO,Female,1,False,False,59,True,True,Fiber optic,False,True,False,False,False,False,Two year,True,Credit card (automatic),79.19999694824219,4590.35009765625,0.0
0455-XFASS,Female,0,True,True,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.55000305175781,200.1999969482422,0.0
0301-KOBTQ,Male,0,False,False,32,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),20.04999923706055,614.4500122070312,0.0
1751-NCDLI,Male,1,True,False,46,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.8499984741211,4564.89990234375,0.0
4367-NUYAO,Male,0,True,True,0,True,True,No,,,,,,,Two year,False,Mailed check,25.75,,0.0
9878-TNQGW,Male,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.94999694824219,171.1499938964844,1.0
9170-ARBTB,Female,0,True,True,52,True,False,No,,,,,,,One year,False,Credit card (automatic),19.60000038146973,1012.400024414062,0.0
4441-NIHPT,Female,1,False,False,13,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,74.30000305175781,940.3499755859375,1.0
8999-BOHSE,Female,1,False,False,11,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Bank transfer (automatic),89.69999694824219,1047.699951171875,1.0
7241-AJHFS,Male,0,False,False,32,True,True,Fiber optic,True,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),87.6500015258789,2766.39990234375,0.0
7029-RPUAV,Male,1,True,False,17,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),100.4499969482422,1622.449951171875,1.0
4546-FOKWR,Female,0,False,False,16,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),74.75,1129.349975585938,0.0
9036-CSKBW,Female,0,False,False,51,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Bank transfer (automatic),107.4499969482422,5680.89990234375,0.0
5832-TRLPB,Male,0,False,False,29,True,False,DSL,False,False,True,True,True,True,One year,True,Bank transfer (automatic),75.3499984741211,2243.89990234375,0.0
8590-YFFQO,Male,0,True,False,70,True,False,DSL,True,True,True,True,False,False,Two year,False,Credit card (automatic),64.94999694824219,4523.25,0.0
8659-IOOPU,Female,0,True,True,71,True,True,Fiber optic,True,False,True,True,False,True,Two year,False,Electronic check,100.4499969482422,7159.7001953125,0.0
1338-CECEE,Male,0,True,True,41,True,True,DSL,False,True,True,False,True,False,One year,False,Bank transfer (automatic),68.5,2839.949951171875,0.0
7439-DKZTW,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.55000305175781,80.55000305175781,0.0
4646-QZXTF,Female,0,True,False,7,True,False,DSL,True,False,True,True,True,True,Month-to-month,False,Bank transfer (automatic),81.25,580.0999755859375,0.0
4607-CHPCA,Male,0,True,True,25,True,False,Fiber optic,False,False,False,False,True,True,One year,True,Electronic check,90.4000015258789,2178.60009765625,1.0
9742-XOKTS,Male,0,True,True,67,True,True,Fiber optic,True,True,False,True,False,False,One year,False,Electronic check,89.55000305175781,6038.5498046875,0.0
6921-OZMFH,Male,0,True,True,5,True,True,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,55.70000076293945,259.3999938964844,0.0
9578-FOMUK,Male,0,False,True,15,True,True,No,,,,,,,Month-to-month,True,Electronic check,24.79999923706055,324.1499938964844,0.0
4712-UYOOI,Female,0,True,True,20,True,False,No,,,,,,,Month-to-month,False,Electronic check,20.0,417.6499938964844,0.0
8824-RWFXJ,Male,0,True,True,3,True,False,DSL,False,True,True,False,False,False,Month-to-month,True,Mailed check,56.15000152587891,168.1499938964844,1.0
7722-CVFXN,Male,0,True,True,54,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Electronic check,105.1999969482422,5637.85009765625,0.0
8717-VCTXJ,Male,0,False,False,42,True,False,No,,,,,,,One year,True,Mailed check,19.54999923706055,839.4000244140625,0.0
7363-QTBIW,Female,0,True,False,9,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.75,769.0999755859375,0.0
4159-NAAIX,Female,0,False,False,63,True,True,Fiber optic,False,True,False,False,True,True,Two year,False,Bank transfer (automatic),97.44999694824219,6253,0.0
0971-QIFJK,Female,0,True,False,69,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),24.25,1641.800048828125,0.0
9397-TZSHA,Female,0,False,False,69,True,True,No,,,,,,,Two year,False,Credit card (automatic),24.60000038146973,1678.050048828125,0.0
3391-JSQEW,Male,0,True,False,40,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,50.15000152587891,2058.5,0.0
0343-QLUZP,Male,0,False,False,60,False,,DSL,True,True,True,False,False,False,Two year,False,Bank transfer (automatic),39.59999847412109,2424.5,0.0
9763-PDTKK,Female,0,False,False,4,True,False,Fiber optic,True,False,True,True,False,True,Month-to-month,True,Bank transfer (automatic),94.4000015258789,387.2000122070312,1.0
2176-LVPNX,Female,1,False,False,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Mailed check,89.8499984741211,6293.4501953125,0.0
7627-JKIAZ,Female,0,True,False,37,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),78.94999694824219,2839.64990234375,1.0
3312-UUMZW,Male,0,True,False,32,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),98.8499984741211,3145.89990234375,0.0
1271-UODNO,Male,0,False,False,39,True,True,DSL,False,False,False,True,False,False,Two year,True,Credit card (automatic),53.84999847412109,2200.699951171875,0.0
8461-EFQYM,Female,0,False,False,38,True,True,No,,,,,,,One year,True,Electronic check,24.25,914.4000244140625,0.0
6900-RBKER,Male,0,False,False,52,True,True,Fiber optic,False,False,True,False,False,True,Two year,True,Credit card (automatic),89.44999694824219,4577.75,0.0
6891-JPYFF,Female,0,True,True,48,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Credit card (automatic),105.25,4997.5,0.0
1459-QNFQT,Male,0,True,True,70,False,,DSL,True,False,True,True,True,True,Two year,False,Bank transfer (automatic),59.5,4144.7998046875,0.0
1047-NNCBF,Male,0,False,False,20,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),70.55000305175781,1493.550048828125,0.0
3696-XRIEN,Female,0,False,False,50,True,True,DSL,True,False,True,True,True,True,One year,True,Credit card (automatic),82.5,4179.10009765625,0.0
4081-DYXAV,Female,0,False,False,19,False,,DSL,False,False,False,False,True,True,One year,True,Credit card (automatic),44.84999847412109,893.5499877929688,1.0
0074-HDKDG,Male,0,True,True,25,True,False,DSL,True,True,True,False,False,False,One year,True,Bank transfer (automatic),61.59999847412109,1611,0.0
8791-GFXLZ,Male,0,False,False,12,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),49.04999923706055,593.0499877929688,0.0
8111-SLLHI,Male,1,True,False,39,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,105.6500015258789,4284.7998046875,1.0
0927-LCSMG,Male,0,False,False,7,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Mailed check,74.6500015258789,544.5499877929688,1.0
9330-DHBFL,Female,0,True,True,23,True,False,DSL,True,True,True,True,False,False,One year,True,Mailed check,66.25,1533.800048828125,0.0
0098-BOWSO,Male,0,False,False,27,True,False,No,,,,,,,Month-to-month,True,Electronic check,19.39999961853027,529.7999877929688,0.0
3452-ABWRL,Male,1,False,False,47,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),86.05000305175781,3865.60009765625,0.0
5859-HZYLF,Male,0,True,True,26,True,False,No,,,,,,,Two year,True,Credit card (automatic),19.14999961853027,515.75,0.0
8257-RZAHR,Female,0,True,False,14,True,True,DSL,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),64.69999694824219,941,1.0
5293-WXJAK,Female,1,True,False,11,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Bank transfer (automatic),104.0500030517578,1133.650024414062,1.0
3156-QLHBO,Male,0,False,True,2,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.25,48.34999847412109,0.0
2208-NQBCT,Female,0,True,True,26,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,False,Electronic check,81.94999694824219,2070.050048828125,0.0
1779-PWPMG,Female,1,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.6500015258789,8333.9501953125,0.0
6621-NRZAK,Female,0,True,True,63,True,False,No,,,,,,,Two year,False,Credit card (automatic),20.0,1209.25,0.0
0831-JNISG,Male,0,True,True,71,True,False,No,,,,,,,Two year,False,Mailed check,19.79999923706055,1396.25,0.0
0774-IFUVM,Male,0,True,True,11,True,True,DSL,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),65.1500015258789,723.3499755859375,0.0
3082-WQRVY,Male,1,True,False,14,True,False,No,,,,,,,One year,False,Mailed check,19.64999961853027,228.6499938964844,0.0
9553-DLCLU,Female,0,False,True,13,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),88.94999694824219,1161.75,0.0
1641-BYBTK,Male,0,False,True,6,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.20000076293945,98.3499984741211,0.0
2460-NGXBJ,Male,1,True,True,11,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),75.19999694824219,775.2999877929688,0.0
2446-ZKVAF,Male,0,True,False,18,True,True,DSL,False,True,False,False,False,False,Month-to-month,False,Credit card (automatic),56.79999923706055,1074.650024414062,0.0
0841-NULXI,Male,0,False,False,1,False,,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.54999923706055,35.54999923706055,1.0
3522-CDKHF,Female,0,True,False,32,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.5,2324.699951171875,0.0
1430-SFQSA,Male,0,False,False,29,False,,DSL,True,False,False,True,False,False,One year,False,Mailed check,35.59999847412109,1072.599975585938,0.0
0411-EZJZE,Female,0,False,False,3,True,True,DSL,False,False,False,False,True,False,Month-to-month,True,Electronic check,60.25,170.5,0.0
7851-WZEKY,Female,0,False,False,2,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.1500015258789,196.8999938964844,1.0
8844-TONUD,Male,0,True,True,13,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Mailed check,96.6500015258789,1162.849975585938,1.0
8807-ARQET,Female,0,False,False,41,False,,DSL,False,True,False,False,False,True,Month-to-month,True,Electronic check,40.34999847412109,1677.849975585938,0.0
8992-CEUEN,Female,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Electronic check,18.85000038146973,18.85000038146973,0.0
4320-QMLLA,Male,0,False,False,7,True,False,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,54.84999847412109,370.3999938964844,0.0
8777-PVYGU,Female,0,True,False,52,True,False,DSL,True,False,True,False,True,False,One year,True,Mailed check,64.30000305175781,3410.60009765625,0.0
8292-ITGYJ,Female,0,True,True,45,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),24.64999961853027,1138.800048828125,0.0
6870-ZWMNX,Male,0,True,False,70,True,True,DSL,False,True,True,True,True,False,Two year,False,Credit card (automatic),76.0999984741211,5264.25,0.0
0621-CXBKL,Female,0,False,False,53,True,False,No,,,,,,,Two year,False,Mailed check,18.70000076293945,1005.700012207031,0.0
5268-DSMNQ,Female,1,True,False,62,True,True,Fiber optic,False,True,True,False,True,False,One year,True,Credit card (automatic),97.94999694824219,5936.5498046875,0.0
5334-JLAXU,Female,0,True,False,60,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),94.0999984741211,5475.89990234375,0.0
4086-YQSNZ,Female,1,True,False,3,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.4000015258789,224.0500030517578,1.0
6242-MBHPK,Female,1,True,False,23,True,False,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,95.0999984741211,2326.050048828125,0.0
5868-CZJDR,Male,0,False,True,1,False,,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,31.35000038146973,31.35000038146973,1.0
9359-UGBTK,Female,0,False,False,67,True,False,DSL,True,False,True,True,False,True,One year,True,Bank transfer (automatic),72.3499984741211,4991.5,0.0
0135-NMXAP,Female,0,False,False,12,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.75,1052.400024414062,1.0
4782-OSFXZ,Female,1,True,False,71,True,True,DSL,True,True,True,True,False,True,Two year,True,Bank transfer (automatic),82.69999694824219,5831.2001953125,0.0
6479-OAUSD,Male,0,False,False,25,True,False,No,,,,,,,One year,False,Credit card (automatic),19.89999961853027,510.7999877929688,0.0
7129-ACFOG,Female,0,False,False,5,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,53.79999923706055,283.9500122070312,0.0
4189-NAKJS,Male,0,False,False,26,True,True,DSL,False,False,False,False,False,False,One year,True,Credit card (automatic),51.54999923706055,1295.400024414062,0.0
5562-BETPV,Male,0,True,True,1,True,False,No,,,,,,,One year,False,Mailed check,19.64999961853027,19.64999961853027,0.0
1282-IHQAC,Male,1,False,False,70,False,,DSL,False,True,True,False,True,False,One year,True,Credit card (automatic),44.04999923706055,3011.64990234375,0.0
9127-FHJBZ,Male,0,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,114.0,8093.14990234375,0.0
6270-OMFIW,Male,0,True,False,60,True,False,Fiber optic,False,True,False,False,True,True,One year,True,Electronic check,94.4000015258789,5610.25,1.0
1641-RQDAY,Female,1,True,True,32,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.4000015258789,3217.64990234375,0.0
0107-WESLM,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,True,Electronic check,19.85000038146973,19.85000038146973,1.0
6994-ORCWG,Female,0,False,False,14,True,True,DSL,False,True,False,False,False,False,One year,True,Mailed check,54.25,773.2000122070312,0.0
1346-UFHAX,Female,0,False,False,13,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Credit card (automatic),80.0,1029.349975585938,0.0
3992-YWPKO,Female,0,False,False,6,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Credit card (automatic),109.9000015258789,669.4500122070312,1.0
2933-XEUJM,Female,0,False,False,46,True,True,DSL,True,False,True,False,True,True,Two year,False,Mailed check,79.19999694824219,3593.800048828125,0.0
0125-LZQXK,Male,0,False,False,15,True,False,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,101.3499984741211,1553.949951171875,1.0
5461-QKNTN,Male,1,True,False,43,True,True,Fiber optic,False,True,False,True,True,False,Month-to-month,True,Electronic check,94.30000305175781,3953.14990234375,0.0
4835-YSJMR,Male,0,False,False,39,True,False,DSL,False,False,False,True,False,False,Two year,True,Bank transfer (automatic),49.79999923706055,1971.150024414062,0.0
8399-YNDCH,Male,1,False,False,21,True,False,DSL,False,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),60.04999923706055,1236.150024414062,1.0
3164-YAXFY,Male,0,False,False,57,False,,DSL,True,False,True,False,True,True,Month-to-month,True,Electronic check,53.75,3196,0.0
0887-WBJVH,Female,0,True,False,53,True,False,Fiber optic,False,False,False,True,True,True,One year,True,Electronic check,93.44999694824219,4872.2001953125,0.0
4660-IRIBM,Male,0,True,True,18,True,False,Fiber optic,True,False,True,False,True,False,Month-to-month,True,Mailed check,87.9000015258789,1500.5,0.0
5673-FSSMF,Female,0,False,False,1,True,True,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,60.15000152587891,60.15000152587891,1.0
7670-ZBPOQ,Female,0,True,False,58,True,True,DSL,True,False,False,True,False,False,One year,True,Bank transfer (automatic),61.04999923706055,3478.75,0.0
8089-UZWLX,Female,1,False,False,71,True,True,Fiber optic,False,False,True,False,True,True,Two year,False,Bank transfer (automatic),104.0500030517578,7413.5498046875,0.0
0080-OROZO,Female,0,False,False,35,True,False,Fiber optic,False,False,True,True,True,True,One year,True,Electronic check,99.25,3532,0.0
3916-NRPAP,Male,0,False,False,3,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Credit card (automatic),85.69999694824219,256.75,0.0
6807-SIWJI,Male,0,False,False,38,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,104.8499984741211,3887.25,0.0
8221-HVAYI,Male,0,True,True,35,True,True,DSL,True,True,True,True,False,False,Two year,True,Credit card (automatic),69.1500015258789,2490.14990234375,0.0
1579-KLYDT,Male,0,False,False,7,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,90.44999694824219,593.4500122070312,1.0
5232-NXPAY,Female,0,False,False,47,True,False,DSL,False,False,True,True,True,True,Two year,False,Mailed check,74.44999694824219,3510.300048828125,0.0
8967-SZQAS,Female,0,False,False,14,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,50.45000076293945,765.4500122070312,0.0
4468-KAZHE,Female,1,True,False,20,True,False,DSL,False,True,False,False,False,True,Month-to-month,True,Electronic check,60.0,1259.349975585938,0.0
0455-ENTCR,Male,0,True,False,66,True,True,DSL,True,True,False,True,True,True,Two year,False,Electronic check,85.25,5538.35009765625,0.0
8944-AILEF,Male,0,True,False,15,True,False,No,,,,,,,Month-to-month,True,Credit card (automatic),19.45000076293945,340.8500061035156,0.0
5542-NKVRU,Female,0,False,False,42,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),20.75,844.4500122070312,0.0
